date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Capital Stock,Capital Expenditure,End Cash Position,Beginning Cash Position,Effect Of Exchange Rate Changes,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Cash Dividends Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Payments,Common Stock Issuance,Net Issuance Payments Of Debt,Net Long Term Debt Issuance,Long Term Debt Payments,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net Business Purchase And Sale,Purchase Of Business,Net PPE Purchase And Sale,Purchase Of PPE,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Other Working Capital,Change In Other Current Liabilities,Change In Other Current Assets,Change In Payables And Accrued Expense,Change In Payable,Change In Account Payable,Change In Inventory,Change In Receivables,Changes In Account Receivables,Stock Based Compensation,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Depreciation And Amortization,Depreciation,Operating Gains Losses,Net Income From Continuing Operations,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Write Off,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Research And Development,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2020-11-19,205.47169593550583,207.07557064627534,204.06221320098194,206.4826202392578,24792700,0.0,0.0,45234000000.0,-22968000000.0,-5518000000.0,1343000000.0,-15441000000.0,13576000000.0,11356000000.0,-201000000.0,2421000000.0,-46031000000.0,-46031000000.0,-3751000000.0,-15137000000.0,-15137000000.0,-21625000000.0,-22968000000.0,1343000000.0,-5518000000.0,-5518000000.0,-5518000000.0,-12223000000.0,-12223000000.0,-1241000000.0,6980000000.0,84170000000.0,-77190000000.0,-2521000000.0,-2521000000.0,-15441000000.0,-15441000000.0,60675000000.0,60675000000.0,-1483000000.0,-1419000000.0,2694000000.0,-3367000000.0,3018000000.0,3018000000.0,3018000000.0,168000000.0,-2577000000.0,-2577000000.0,5289000000.0,11000000.0,11000000.0,12796000000.0,12796000000.0,12796000000.0,-219000000.0,44281000000.0,4760000.0,0.17,68395000000.0,28000000.0,28000000.0,44281000000.0,12796000000.0,46078000000.0,68423000000.0,55627000000.0,89000000.0,2591000000.0,2680000000.0,44257760000.0,44281000000.0,90056000000.0,52959000000.0,7683000000.0,7610000000.0,5.76,5.82,44281000000.0,44281000000.0,44281000000.0,44281000000.0,44281000000.0,8755000000.0,53036000000.0,-12000000.0,-40000000.0,-133000000.0,133000000.0,161000000.0,89000000.0,2591000000.0,2680000000.0,52959000000.0,43978000000.0,19269000000.0,24709000000.0,19598000000.0,5111000000.0,5111000000.0,96937000000.0,46078000000.0,143015000000.0,143015000000.0
2020-11-20,206.26872887433996,207.3282583857811,204.1302247246343,204.5093231201172,22843100,0.0,0.0,45234000000.0,-22968000000.0,-5518000000.0,1343000000.0,-15441000000.0,13576000000.0,11356000000.0,-201000000.0,2421000000.0,-46031000000.0,-46031000000.0,-3751000000.0,-15137000000.0,-15137000000.0,-21625000000.0,-22968000000.0,1343000000.0,-5518000000.0,-5518000000.0,-5518000000.0,-12223000000.0,-12223000000.0,-1241000000.0,6980000000.0,84170000000.0,-77190000000.0,-2521000000.0,-2521000000.0,-15441000000.0,-15441000000.0,60675000000.0,60675000000.0,-1483000000.0,-1419000000.0,2694000000.0,-3367000000.0,3018000000.0,3018000000.0,3018000000.0,168000000.0,-2577000000.0,-2577000000.0,5289000000.0,11000000.0,11000000.0,12796000000.0,12796000000.0,12796000000.0,-219000000.0,44281000000.0,4760000.0,0.17,68395000000.0,28000000.0,28000000.0,44281000000.0,12796000000.0,46078000000.0,68423000000.0,55627000000.0,89000000.0,2591000000.0,2680000000.0,44257760000.0,44281000000.0,90056000000.0,52959000000.0,7683000000.0,7610000000.0,5.76,5.82,44281000000.0,44281000000.0,44281000000.0,44281000000.0,44281000000.0,8755000000.0,53036000000.0,-12000000.0,-40000000.0,-133000000.0,133000000.0,161000000.0,89000000.0,2591000000.0,2680000000.0,52959000000.0,43978000000.0,19269000000.0,24709000000.0,19598000000.0,5111000000.0,5111000000.0,96937000000.0,46078000000.0,143015000000.0,143015000000.0
2020-11-23,205.05370008404378,206.35624197149855,202.34169034331106,204.2371826171875,25683500,0.0,0.0,45234000000.0,-22968000000.0,-5518000000.0,1343000000.0,-15441000000.0,13576000000.0,11356000000.0,-201000000.0,2421000000.0,-46031000000.0,-46031000000.0,-3751000000.0,-15137000000.0,-15137000000.0,-21625000000.0,-22968000000.0,1343000000.0,-5518000000.0,-5518000000.0,-5518000000.0,-12223000000.0,-12223000000.0,-1241000000.0,6980000000.0,84170000000.0,-77190000000.0,-2521000000.0,-2521000000.0,-15441000000.0,-15441000000.0,60675000000.0,60675000000.0,-1483000000.0,-1419000000.0,2694000000.0,-3367000000.0,3018000000.0,3018000000.0,3018000000.0,168000000.0,-2577000000.0,-2577000000.0,5289000000.0,11000000.0,11000000.0,12796000000.0,12796000000.0,12796000000.0,-219000000.0,44281000000.0,4760000.0,0.17,68395000000.0,28000000.0,28000000.0,44281000000.0,12796000000.0,46078000000.0,68423000000.0,55627000000.0,89000000.0,2591000000.0,2680000000.0,44257760000.0,44281000000.0,90056000000.0,52959000000.0,7683000000.0,7610000000.0,5.76,5.82,44281000000.0,44281000000.0,44281000000.0,44281000000.0,44281000000.0,8755000000.0,53036000000.0,-12000000.0,-40000000.0,-133000000.0,133000000.0,161000000.0,89000000.0,2591000000.0,2680000000.0,52959000000.0,43978000000.0,19269000000.0,24709000000.0,19598000000.0,5111000000.0,5111000000.0,96937000000.0,46078000000.0,143015000000.0,143015000000.0
2020-11-24,203.73170225171202,208.26145317097914,203.02211078834728,207.88235473632812,33979700,0.0,0.0,45234000000.0,-22968000000.0,-5518000000.0,1343000000.0,-15441000000.0,13576000000.0,11356000000.0,-201000000.0,2421000000.0,-46031000000.0,-46031000000.0,-3751000000.0,-15137000000.0,-15137000000.0,-21625000000.0,-22968000000.0,1343000000.0,-5518000000.0,-5518000000.0,-5518000000.0,-12223000000.0,-12223000000.0,-1241000000.0,6980000000.0,84170000000.0,-77190000000.0,-2521000000.0,-2521000000.0,-15441000000.0,-15441000000.0,60675000000.0,60675000000.0,-1483000000.0,-1419000000.0,2694000000.0,-3367000000.0,3018000000.0,3018000000.0,3018000000.0,168000000.0,-2577000000.0,-2577000000.0,5289000000.0,11000000.0,11000000.0,12796000000.0,12796000000.0,12796000000.0,-219000000.0,44281000000.0,4760000.0,0.17,68395000000.0,28000000.0,28000000.0,44281000000.0,12796000000.0,46078000000.0,68423000000.0,55627000000.0,89000000.0,2591000000.0,2680000000.0,44257760000.0,44281000000.0,90056000000.0,52959000000.0,7683000000.0,7610000000.0,5.76,5.82,44281000000.0,44281000000.0,44281000000.0,44281000000.0,44281000000.0,8755000000.0,53036000000.0,-12000000.0,-40000000.0,-133000000.0,133000000.0,161000000.0,89000000.0,2591000000.0,2680000000.0,52959000000.0,43978000000.0,19269000000.0,24709000000.0,19598000000.0,5111000000.0,5111000000.0,96937000000.0,46078000000.0,143015000000.0,143015000000.0
2020-11-25,209.09742045093606,209.27238211752123,206.52149703318054,207.89207458496094,21012900,0.0,0.0,45234000000.0,-22968000000.0,-5518000000.0,1343000000.0,-15441000000.0,13576000000.0,11356000000.0,-201000000.0,2421000000.0,-46031000000.0,-46031000000.0,-3751000000.0,-15137000000.0,-15137000000.0,-21625000000.0,-22968000000.0,1343000000.0,-5518000000.0,-5518000000.0,-5518000000.0,-12223000000.0,-12223000000.0,-1241000000.0,6980000000.0,84170000000.0,-77190000000.0,-2521000000.0,-2521000000.0,-15441000000.0,-15441000000.0,60675000000.0,60675000000.0,-1483000000.0,-1419000000.0,2694000000.0,-3367000000.0,3018000000.0,3018000000.0,3018000000.0,168000000.0,-2577000000.0,-2577000000.0,5289000000.0,11000000.0,11000000.0,12796000000.0,12796000000.0,12796000000.0,-219000000.0,44281000000.0,4760000.0,0.17,68395000000.0,28000000.0,28000000.0,44281000000.0,12796000000.0,46078000000.0,68423000000.0,55627000000.0,89000000.0,2591000000.0,2680000000.0,44257760000.0,44281000000.0,90056000000.0,52959000000.0,7683000000.0,7610000000.0,5.76,5.82,44281000000.0,44281000000.0,44281000000.0,44281000000.0,44281000000.0,8755000000.0,53036000000.0,-12000000.0,-40000000.0,-133000000.0,133000000.0,161000000.0,89000000.0,2591000000.0,2680000000.0,52959000000.0,43978000000.0,19269000000.0,24709000000.0,19598000000.0,5111000000.0,5111000000.0,96937000000.0,46078000000.0,143015000000.0,143015000000.0
2020-11-27,208.8447123141211,210.22501997367536,208.05734024518313,209.21408081054688,14512200,0.0,0.0,45234000000.0,-22968000000.0,-5518000000.0,1343000000.0,-15441000000.0,13576000000.0,11356000000.0,-201000000.0,2421000000.0,-46031000000.0,-46031000000.0,-3751000000.0,-15137000000.0,-15137000000.0,-21625000000.0,-22968000000.0,1343000000.0,-5518000000.0,-5518000000.0,-5518000000.0,-12223000000.0,-12223000000.0,-1241000000.0,6980000000.0,84170000000.0,-77190000000.0,-2521000000.0,-2521000000.0,-15441000000.0,-15441000000.0,60675000000.0,60675000000.0,-1483000000.0,-1419000000.0,2694000000.0,-3367000000.0,3018000000.0,3018000000.0,3018000000.0,168000000.0,-2577000000.0,-2577000000.0,5289000000.0,11000000.0,11000000.0,12796000000.0,12796000000.0,12796000000.0,-219000000.0,44281000000.0,4760000.0,0.17,68395000000.0,28000000.0,28000000.0,44281000000.0,12796000000.0,46078000000.0,68423000000.0,55627000000.0,89000000.0,2591000000.0,2680000000.0,44257760000.0,44281000000.0,90056000000.0,52959000000.0,7683000000.0,7610000000.0,5.76,5.82,44281000000.0,44281000000.0,44281000000.0,44281000000.0,44281000000.0,8755000000.0,53036000000.0,-12000000.0,-40000000.0,-133000000.0,133000000.0,161000000.0,89000000.0,2591000000.0,2680000000.0,52959000000.0,43978000000.0,19269000000.0,24709000000.0,19598000000.0,5111000000.0,5111000000.0,96937000000.0,46078000000.0,143015000000.0,143015000000.0
2020-11-30,208.11570813656306,208.757249238867,204.94681873178124,208.0865478515625,33064800,0.0,0.0,45234000000.0,-22968000000.0,-5518000000.0,1343000000.0,-15441000000.0,13576000000.0,11356000000.0,-201000000.0,2421000000.0,-46031000000.0,-46031000000.0,-3751000000.0,-15137000000.0,-15137000000.0,-21625000000.0,-22968000000.0,1343000000.0,-5518000000.0,-5518000000.0,-5518000000.0,-12223000000.0,-12223000000.0,-1241000000.0,6980000000.0,84170000000.0,-77190000000.0,-2521000000.0,-2521000000.0,-15441000000.0,-15441000000.0,60675000000.0,60675000000.0,-1483000000.0,-1419000000.0,2694000000.0,-3367000000.0,3018000000.0,3018000000.0,3018000000.0,168000000.0,-2577000000.0,-2577000000.0,5289000000.0,11000000.0,11000000.0,12796000000.0,12796000000.0,12796000000.0,-219000000.0,44281000000.0,4760000.0,0.17,68395000000.0,28000000.0,28000000.0,44281000000.0,12796000000.0,46078000000.0,68423000000.0,55627000000.0,89000000.0,2591000000.0,2680000000.0,44257760000.0,44281000000.0,90056000000.0,52959000000.0,7683000000.0,7610000000.0,5.76,5.82,44281000000.0,44281000000.0,44281000000.0,44281000000.0,44281000000.0,8755000000.0,53036000000.0,-12000000.0,-40000000.0,-133000000.0,133000000.0,161000000.0,89000000.0,2591000000.0,2680000000.0,52959000000.0,43978000000.0,19269000000.0,24709000000.0,19598000000.0,5111000000.0,5111000000.0,96937000000.0,46078000000.0,143015000000.0,143015000000.0
2020-12-01,208.51419211168357,211.2456618214615,207.38662672558894,210.16668701171875,30904500,0.0,0.0,45234000000.0,-22968000000.0,-5518000000.0,1343000000.0,-15441000000.0,13576000000.0,11356000000.0,-201000000.0,2421000000.0,-46031000000.0,-46031000000.0,-3751000000.0,-15137000000.0,-15137000000.0,-21625000000.0,-22968000000.0,1343000000.0,-5518000000.0,-5518000000.0,-5518000000.0,-12223000000.0,-12223000000.0,-1241000000.0,6980000000.0,84170000000.0,-77190000000.0,-2521000000.0,-2521000000.0,-15441000000.0,-15441000000.0,60675000000.0,60675000000.0,-1483000000.0,-1419000000.0,2694000000.0,-3367000000.0,3018000000.0,3018000000.0,3018000000.0,168000000.0,-2577000000.0,-2577000000.0,5289000000.0,11000000.0,11000000.0,12796000000.0,12796000000.0,12796000000.0,-219000000.0,44281000000.0,4760000.0,0.17,68395000000.0,28000000.0,28000000.0,44281000000.0,12796000000.0,46078000000.0,68423000000.0,55627000000.0,89000000.0,2591000000.0,2680000000.0,44257760000.0,44281000000.0,90056000000.0,52959000000.0,7683000000.0,7610000000.0,5.76,5.82,44281000000.0,44281000000.0,44281000000.0,44281000000.0,44281000000.0,8755000000.0,53036000000.0,-12000000.0,-40000000.0,-133000000.0,133000000.0,161000000.0,89000000.0,2591000000.0,2680000000.0,52959000000.0,43978000000.0,19269000000.0,24709000000.0,19598000000.0,5111000000.0,5111000000.0,96937000000.0,46078000000.0,143015000000.0,143015000000.0
2020-12-02,208.87384901755175,209.44735424466063,206.85198575180544,209.3501434326172,23724500,0.0,0.0,45234000000.0,-22968000000.0,-5518000000.0,1343000000.0,-15441000000.0,13576000000.0,11356000000.0,-201000000.0,2421000000.0,-46031000000.0,-46031000000.0,-3751000000.0,-15137000000.0,-15137000000.0,-21625000000.0,-22968000000.0,1343000000.0,-5518000000.0,-5518000000.0,-5518000000.0,-12223000000.0,-12223000000.0,-1241000000.0,6980000000.0,84170000000.0,-77190000000.0,-2521000000.0,-2521000000.0,-15441000000.0,-15441000000.0,60675000000.0,60675000000.0,-1483000000.0,-1419000000.0,2694000000.0,-3367000000.0,3018000000.0,3018000000.0,3018000000.0,168000000.0,-2577000000.0,-2577000000.0,5289000000.0,11000000.0,11000000.0,12796000000.0,12796000000.0,12796000000.0,-219000000.0,44281000000.0,4760000.0,0.17,68395000000.0,28000000.0,28000000.0,44281000000.0,12796000000.0,46078000000.0,68423000000.0,55627000000.0,89000000.0,2591000000.0,2680000000.0,44257760000.0,44281000000.0,90056000000.0,52959000000.0,7683000000.0,7610000000.0,5.76,5.82,44281000000.0,44281000000.0,44281000000.0,44281000000.0,44281000000.0,8755000000.0,53036000000.0,-12000000.0,-40000000.0,-133000000.0,133000000.0,161000000.0,89000000.0,2591000000.0,2680000000.0,52959000000.0,43978000000.0,19269000000.0,24709000000.0,19598000000.0,5111000000.0,5111000000.0,96937000000.0,46078000000.0,143015000000.0,143015000000.0
2020-12-03,208.61137752518522,210.33190792196734,207.67820422271237,208.25172424316406,25120900,0.0,0.0,45234000000.0,-22968000000.0,-5518000000.0,1343000000.0,-15441000000.0,13576000000.0,11356000000.0,-201000000.0,2421000000.0,-46031000000.0,-46031000000.0,-3751000000.0,-15137000000.0,-15137000000.0,-21625000000.0,-22968000000.0,1343000000.0,-5518000000.0,-5518000000.0,-5518000000.0,-12223000000.0,-12223000000.0,-1241000000.0,6980000000.0,84170000000.0,-77190000000.0,-2521000000.0,-2521000000.0,-15441000000.0,-15441000000.0,60675000000.0,60675000000.0,-1483000000.0,-1419000000.0,2694000000.0,-3367000000.0,3018000000.0,3018000000.0,3018000000.0,168000000.0,-2577000000.0,-2577000000.0,5289000000.0,11000000.0,11000000.0,12796000000.0,12796000000.0,12796000000.0,-219000000.0,44281000000.0,4760000.0,0.17,68395000000.0,28000000.0,28000000.0,44281000000.0,12796000000.0,46078000000.0,68423000000.0,55627000000.0,89000000.0,2591000000.0,2680000000.0,44257760000.0,44281000000.0,90056000000.0,52959000000.0,7683000000.0,7610000000.0,5.76,5.82,44281000000.0,44281000000.0,44281000000.0,44281000000.0,44281000000.0,8755000000.0,53036000000.0,-12000000.0,-40000000.0,-133000000.0,133000000.0,161000000.0,89000000.0,2591000000.0,2680000000.0,52959000000.0,43978000000.0,19269000000.0,24709000000.0,19598000000.0,5111000000.0,5111000000.0,96937000000.0,46078000000.0,143015000000.0,143015000000.0
2020-12-04,208.23226095159205,209.3598409343048,207.22132205940645,208.36834716796875,24666000,0.0,0.0,45234000000.0,-22968000000.0,-5518000000.0,1343000000.0,-15441000000.0,13576000000.0,11356000000.0,-201000000.0,2421000000.0,-46031000000.0,-46031000000.0,-3751000000.0,-15137000000.0,-15137000000.0,-21625000000.0,-22968000000.0,1343000000.0,-5518000000.0,-5518000000.0,-5518000000.0,-12223000000.0,-12223000000.0,-1241000000.0,6980000000.0,84170000000.0,-77190000000.0,-2521000000.0,-2521000000.0,-15441000000.0,-15441000000.0,60675000000.0,60675000000.0,-1483000000.0,-1419000000.0,2694000000.0,-3367000000.0,3018000000.0,3018000000.0,3018000000.0,168000000.0,-2577000000.0,-2577000000.0,5289000000.0,11000000.0,11000000.0,12796000000.0,12796000000.0,12796000000.0,-219000000.0,44281000000.0,4760000.0,0.17,68395000000.0,28000000.0,28000000.0,44281000000.0,12796000000.0,46078000000.0,68423000000.0,55627000000.0,89000000.0,2591000000.0,2680000000.0,44257760000.0,44281000000.0,90056000000.0,52959000000.0,7683000000.0,7610000000.0,5.76,5.82,44281000000.0,44281000000.0,44281000000.0,44281000000.0,44281000000.0,8755000000.0,53036000000.0,-12000000.0,-40000000.0,-133000000.0,133000000.0,161000000.0,89000000.0,2591000000.0,2680000000.0,52959000000.0,43978000000.0,19269000000.0,24709000000.0,19598000000.0,5111000000.0,5111000000.0,96937000000.0,46078000000.0,143015000000.0,143015000000.0
2020-12-07,208.37810443194826,209.51539979131232,207.03668712290477,208.3003387451172,24620000,0.0,0.0,45234000000.0,-22968000000.0,-5518000000.0,1343000000.0,-15441000000.0,13576000000.0,11356000000.0,-201000000.0,2421000000.0,-46031000000.0,-46031000000.0,-3751000000.0,-15137000000.0,-15137000000.0,-21625000000.0,-22968000000.0,1343000000.0,-5518000000.0,-5518000000.0,-5518000000.0,-12223000000.0,-12223000000.0,-1241000000.0,6980000000.0,84170000000.0,-77190000000.0,-2521000000.0,-2521000000.0,-15441000000.0,-15441000000.0,60675000000.0,60675000000.0,-1483000000.0,-1419000000.0,2694000000.0,-3367000000.0,3018000000.0,3018000000.0,3018000000.0,168000000.0,-2577000000.0,-2577000000.0,5289000000.0,11000000.0,11000000.0,12796000000.0,12796000000.0,12796000000.0,-219000000.0,44281000000.0,4760000.0,0.17,68395000000.0,28000000.0,28000000.0,44281000000.0,12796000000.0,46078000000.0,68423000000.0,55627000000.0,89000000.0,2591000000.0,2680000000.0,44257760000.0,44281000000.0,90056000000.0,52959000000.0,7683000000.0,7610000000.0,5.76,5.82,44281000000.0,44281000000.0,44281000000.0,44281000000.0,44281000000.0,8755000000.0,53036000000.0,-12000000.0,-40000000.0,-133000000.0,133000000.0,161000000.0,89000000.0,2591000000.0,2680000000.0,52959000000.0,43978000000.0,19269000000.0,24709000000.0,19598000000.0,5111000000.0,5111000000.0,96937000000.0,46078000000.0,143015000000.0,143015000000.0
2020-12-08,207.989301576632,210.8860031073895,206.93948699860218,209.97227478027344,23284100,0.0,0.0,45234000000.0,-22968000000.0,-5518000000.0,1343000000.0,-15441000000.0,13576000000.0,11356000000.0,-201000000.0,2421000000.0,-46031000000.0,-46031000000.0,-3751000000.0,-15137000000.0,-15137000000.0,-21625000000.0,-22968000000.0,1343000000.0,-5518000000.0,-5518000000.0,-5518000000.0,-12223000000.0,-12223000000.0,-1241000000.0,6980000000.0,84170000000.0,-77190000000.0,-2521000000.0,-2521000000.0,-15441000000.0,-15441000000.0,60675000000.0,60675000000.0,-1483000000.0,-1419000000.0,2694000000.0,-3367000000.0,3018000000.0,3018000000.0,3018000000.0,168000000.0,-2577000000.0,-2577000000.0,5289000000.0,11000000.0,11000000.0,12796000000.0,12796000000.0,12796000000.0,-219000000.0,44281000000.0,4760000.0,0.17,68395000000.0,28000000.0,28000000.0,44281000000.0,12796000000.0,46078000000.0,68423000000.0,55627000000.0,89000000.0,2591000000.0,2680000000.0,44257760000.0,44281000000.0,90056000000.0,52959000000.0,7683000000.0,7610000000.0,5.76,5.82,44281000000.0,44281000000.0,44281000000.0,44281000000.0,44281000000.0,8755000000.0,53036000000.0,-12000000.0,-40000000.0,-133000000.0,133000000.0,161000000.0,89000000.0,2591000000.0,2680000000.0,52959000000.0,43978000000.0,19269000000.0,24709000000.0,19598000000.0,5111000000.0,5111000000.0,96937000000.0,46078000000.0,143015000000.0,143015000000.0
2020-12-09,209.1460129880666,209.2140486879005,205.30642338507863,205.8799285888672,32440600,0.0,0.0,45234000000.0,-22968000000.0,-5518000000.0,1343000000.0,-15441000000.0,13576000000.0,11356000000.0,-201000000.0,2421000000.0,-46031000000.0,-46031000000.0,-3751000000.0,-15137000000.0,-15137000000.0,-21625000000.0,-22968000000.0,1343000000.0,-5518000000.0,-5518000000.0,-5518000000.0,-12223000000.0,-12223000000.0,-1241000000.0,6980000000.0,84170000000.0,-77190000000.0,-2521000000.0,-2521000000.0,-15441000000.0,-15441000000.0,60675000000.0,60675000000.0,-1483000000.0,-1419000000.0,2694000000.0,-3367000000.0,3018000000.0,3018000000.0,3018000000.0,168000000.0,-2577000000.0,-2577000000.0,5289000000.0,11000000.0,11000000.0,12796000000.0,12796000000.0,12796000000.0,-219000000.0,44281000000.0,4760000.0,0.17,68395000000.0,28000000.0,28000000.0,44281000000.0,12796000000.0,46078000000.0,68423000000.0,55627000000.0,89000000.0,2591000000.0,2680000000.0,44257760000.0,44281000000.0,90056000000.0,52959000000.0,7683000000.0,7610000000.0,5.76,5.82,44281000000.0,44281000000.0,44281000000.0,44281000000.0,44281000000.0,8755000000.0,53036000000.0,-12000000.0,-40000000.0,-133000000.0,133000000.0,161000000.0,89000000.0,2591000000.0,2680000000.0,52959000000.0,43978000000.0,19269000000.0,24709000000.0,19598000000.0,5111000000.0,5111000000.0,96937000000.0,46078000000.0,143015000000.0,143015000000.0
2020-12-10,205.85077263513233,207.1241541535069,204.48018030662604,204.63571166992188,26733300,0.0,0.0,45234000000.0,-22968000000.0,-5518000000.0,1343000000.0,-15441000000.0,13576000000.0,11356000000.0,-201000000.0,2421000000.0,-46031000000.0,-46031000000.0,-3751000000.0,-15137000000.0,-15137000000.0,-21625000000.0,-22968000000.0,1343000000.0,-5518000000.0,-5518000000.0,-5518000000.0,-12223000000.0,-12223000000.0,-1241000000.0,6980000000.0,84170000000.0,-77190000000.0,-2521000000.0,-2521000000.0,-15441000000.0,-15441000000.0,60675000000.0,60675000000.0,-1483000000.0,-1419000000.0,2694000000.0,-3367000000.0,3018000000.0,3018000000.0,3018000000.0,168000000.0,-2577000000.0,-2577000000.0,5289000000.0,11000000.0,11000000.0,12796000000.0,12796000000.0,12796000000.0,-219000000.0,44281000000.0,4760000.0,0.17,68395000000.0,28000000.0,28000000.0,44281000000.0,12796000000.0,46078000000.0,68423000000.0,55627000000.0,89000000.0,2591000000.0,2680000000.0,44257760000.0,44281000000.0,90056000000.0,52959000000.0,7683000000.0,7610000000.0,5.76,5.82,44281000000.0,44281000000.0,44281000000.0,44281000000.0,44281000000.0,8755000000.0,53036000000.0,-12000000.0,-40000000.0,-133000000.0,133000000.0,161000000.0,89000000.0,2591000000.0,2680000000.0,52959000000.0,43978000000.0,19269000000.0,24709000000.0,19598000000.0,5111000000.0,5111000000.0,96937000000.0,46078000000.0,143015000000.0,143015000000.0
2020-12-11,204.17884975586176,207.35745342807076,203.26512152703268,207.2991180419922,30979400,0.0,0.0,45234000000.0,-22968000000.0,-5518000000.0,1343000000.0,-15441000000.0,13576000000.0,11356000000.0,-201000000.0,2421000000.0,-46031000000.0,-46031000000.0,-3751000000.0,-15137000000.0,-15137000000.0,-21625000000.0,-22968000000.0,1343000000.0,-5518000000.0,-5518000000.0,-5518000000.0,-12223000000.0,-12223000000.0,-1241000000.0,6980000000.0,84170000000.0,-77190000000.0,-2521000000.0,-2521000000.0,-15441000000.0,-15441000000.0,60675000000.0,60675000000.0,-1483000000.0,-1419000000.0,2694000000.0,-3367000000.0,3018000000.0,3018000000.0,3018000000.0,168000000.0,-2577000000.0,-2577000000.0,5289000000.0,11000000.0,11000000.0,12796000000.0,12796000000.0,12796000000.0,-219000000.0,44281000000.0,4760000.0,0.17,68395000000.0,28000000.0,28000000.0,44281000000.0,12796000000.0,46078000000.0,68423000000.0,55627000000.0,89000000.0,2591000000.0,2680000000.0,44257760000.0,44281000000.0,90056000000.0,52959000000.0,7683000000.0,7610000000.0,5.76,5.82,44281000000.0,44281000000.0,44281000000.0,44281000000.0,44281000000.0,8755000000.0,53036000000.0,-12000000.0,-40000000.0,-133000000.0,133000000.0,161000000.0,89000000.0,2591000000.0,2680000000.0,52959000000.0,43978000000.0,19269000000.0,24709000000.0,19598000000.0,5111000000.0,5111000000.0,96937000000.0,46078000000.0,143015000000.0,143015000000.0
2020-12-14,207.14358491399634,210.1666569790436,206.92973301236964,208.21282958984375,28798400,0.0,0.0,45234000000.0,-22968000000.0,-5518000000.0,1343000000.0,-15441000000.0,13576000000.0,11356000000.0,-201000000.0,2421000000.0,-46031000000.0,-46031000000.0,-3751000000.0,-15137000000.0,-15137000000.0,-21625000000.0,-22968000000.0,1343000000.0,-5518000000.0,-5518000000.0,-5518000000.0,-12223000000.0,-12223000000.0,-1241000000.0,6980000000.0,84170000000.0,-77190000000.0,-2521000000.0,-2521000000.0,-15441000000.0,-15441000000.0,60675000000.0,60675000000.0,-1483000000.0,-1419000000.0,2694000000.0,-3367000000.0,3018000000.0,3018000000.0,3018000000.0,168000000.0,-2577000000.0,-2577000000.0,5289000000.0,11000000.0,11000000.0,12796000000.0,12796000000.0,12796000000.0,-219000000.0,44281000000.0,4760000.0,0.17,68395000000.0,28000000.0,28000000.0,44281000000.0,12796000000.0,46078000000.0,68423000000.0,55627000000.0,89000000.0,2591000000.0,2680000000.0,44257760000.0,44281000000.0,90056000000.0,52959000000.0,7683000000.0,7610000000.0,5.76,5.82,44281000000.0,44281000000.0,44281000000.0,44281000000.0,44281000000.0,8755000000.0,53036000000.0,-12000000.0,-40000000.0,-133000000.0,133000000.0,161000000.0,89000000.0,2591000000.0,2680000000.0,52959000000.0,43978000000.0,19269000000.0,24709000000.0,19598000000.0,5111000000.0,5111000000.0,96937000000.0,46078000000.0,143015000000.0,143015000000.0
